web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1692628380-68","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3,5 Zimmer, 86 m², CHF 1970.—","Hobelwerkweg 39a, 8404 Winterthur, ZH","","«Freie Wohnung im Hobelwerk»","3,5 Zimmer, 86 m², CHF 1970.—Hobelwerkweg 39a, 8404 Winterthur, ZH«Freie Wohnung im Hobelwerk»Die Baugenossenschaft mehr als wohnen realisiert auf einem ehemaligen Industrie-Areal in Oberwinterthur ein neues «Leuchtturmprojekt», das Hobelwerk. Auf rund 15'0000 Quadratmetern Land entstehen 5 Häuser mit mehr als 160 Wohnungen mit ganz verschiedenen Grössen und Zuschnitt. Dazu gibt es Gewerberäume und viele gemeinschaftlich genutzte Flächen. Neue Wohn- und Arbeitsformen werden, genauso wie Mitwirkung, Gemeinschaft und Nachhaltigkeit, gefördert. Viele weitere Informationen zur Genossenschaft und zum Projekt erhalten Sie unter www.hobelwerk-"
"1692628380-69","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3,5 Zimmer, 71 m², CHF 1630.—","Hobelwerkweg 39a, 8404 Winterthur, ZH","","«Freie Wohnung im Hobelwerk»","3,5 Zimmer, 71 m², CHF 1630.—Hobelwerkweg 39a, 8404 Winterthur, ZH«Freie Wohnung im Hobelwerk»Die Baugenossenschaft mehr als wohnen realisiert auf einem ehemaligen Industrie-Areal in Oberwinterthur ein neues «Leuchtturmprojekt», das Hobelwerk. Auf rund 15'0000 Quadratmetern Land entstehen 5 Häuser mit mehr als 160 Wohnungen mit ganz verschiedenen Grössen und Zuschnitt. Dazu gibt es Gewerberäume und viele gemeinschaftlich genutzte Flächen. Neue Wohn- und Arbeitsformen werden, genauso wie Mitwirkung, Gemeinschaft und Nachhaltigkeit, gefördert. Viele weitere Informationen zur Genossenschaft und zum Projekt erhalten Sie unter www.hobelwerk-"
"1692628380-70","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3,5 Zimmer, 81 m², CHF 1990.—","Hegistr. 41f, 8404 Winterthur, ZH","","«Ihre neue, moderne Wohnung *Mieten ohne Kaution*»","3,5 Zimmer, 81 m², CHF 1990.—Hegistr. 41f, 8404 Winterthur, ZH«Ihre neue, moderne Wohnung *Mieten ohne Kaution*»- helle Wohnung- ganze Wohnung Parkett- offene, moderne Küche mit Glaskeramik und Geschirrspüler- schönes Badezimmer mit Lavabo und Badewanne- sep. Gäste-WC- eigene Waschmaschine mit Tumbler- Balkon- Bahnhof Oberwinterthur in unmittelbarer Nähe- Einstellplätze für CHF 140.00/160.00 monatlich vorhandenWeitere Informationen auf www.talwiesen.chIAnbieter kontaktierenKontaktieren"
"1692628380-71","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2,5 Zimmer, 58 m², CHF 1650.—","Schlosstalstrasse 48, 8406 Winterthur, ZH","","«Gute Qualität und Lage zum fairen Mietzins»","2,5 Zimmer, 58 m², CHF 1650.—Schlosstalstrasse 48, 8406 Winterthur, ZH«Gute Qualität und Lage zum fairen Mietzins»Die Besichtigungen findet wie folgt ohne Voranmeldung statt:- Mittwoch, 23. August 2023, 18.00 - 19.00 Uhr Klingeln Sie bei dem aktuellen Mieter ""Reifler"".Ihre Fragen werden gerne vor Ort beantwortet.Per 1. Dezember 2023 vermieten wir diese 2.5 Zimmer-Wohnung in einer gepflegten Liegenschaft in Winterthur.Das Mehrfamilienhaus gewinnt einen rundum neuen Auftritt durch hochwertige Materialien. Dennoch bleibt der Charme des Hauses behalten, was die Liegenschaften besonders und einzigartig macht.Die sanierten Liegenschaften Schlosstalstrasse 46/48"
"1692628380-72","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","1 Zimmer, CHF 1500.—","Sankt Gallerstrasse 170, 8404 Winterthur, ZH","","«Wohnung in Winterthur»","1 Zimmer, CHF 1500.—Sankt Gallerstrasse 170, 8404 Winterthur, ZH«Wohnung in Winterthur»1 Zimmer Wohnung in Winterthur."
"1692628380-73","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","1,5 Zimmer, 36 m², CHF 2100.—","Zürcherstrasse 143, 8406 Winterthur, ZH","","«BUSINESS APARTMENT - FULLY FURNISHED»","1,5 Zimmer, 36 m², CHF 2100.—Zürcherstrasse 143, 8406 Winterthur, ZH«BUSINESS APARTMENT - FULLY FURNISHED»An zentraler Lage in Winterthur vermieten wir eine hochwertig möblierte 1.5-Zimmer-Wohnung. Die Wohnung ist einem modern saniertem und grosszügigen Mehrfamilienhaus in Winterthur. Grosszügige Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt zudem über eine Loggia, grosse Dusche mit Glastrennwand, moderne Küche und einem praktischen Grundriss.Die Bushaltestelle befindet sich nur wenige Meter entfernt und bringt Sie bequem zum Hauptbahnhof Winterthur. In der nahen Umgebung befinden sich zahlreic"
"1692628380-74","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","6,5 Zimmer, 143 m², CHF 3500.—","Hirschweg 9, 8405 Winterthur, ZH","","«Familiäres wohlfühlen an zentraler und ruhiger Lage»","6,5 Zimmer, 143 m², CHF 3500.—Hirschweg 9, 8405 Winterthur, ZH«Familiäres wohlfühlen an zentraler und ruhiger Lage»Dieses wunderschöne Doppeleinfamilienhaus liegt an einer privaten Strasse unweit vom Bahnhof Seen. Das Erdgeschoss verfügt über ein grosszügiges Wohnzimmer mit Cheminée und genug Platz für einen ordentlichen Esstisch, auf dem eine grosse Familie sich aus der teilweise erneuerten Küche verwöhnen lassen kann.Zudem hat es im Erdgeschoss auch ein weiteres Zimmer, welches entweder als Alterszimmer für ältere Generationen oder super als Büro eignet sowie ein Gäste-WC.Im Obergeschoss verfügt das Haus über vier weitere Schlafzimmer und ein Badezimmer."
"1692628380-75","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2 Zimmer, 56 m², CHF 1468.—","Rychenbergstrasse 16, 8400 Winterthur, ZH","","«zentral mit Weitblick»","2 Zimmer, 56 m², CHF 1468.—Rychenbergstrasse 16, 8400 Winterthur, ZH«zentral mit Weitblick»Die Liegenschaft befindet sich mitten in Winterthur. In wenigen Gehminuten erreichen Sie die Bushaltestelle Bachtelstrasse. Das Kantonsspital, die Altstadt und der Hauptbahnhof befinden sich ganz in der Nähe und sind zu Fuss oder mit dem Bus innert Kürze zu erreichen.Die Details zur Wohnung:- Küche mit Geschirrspüler, Glaskeramikherd, grossem Kühlschrank, Backofen- Badezimmer mit Badewanne und Fenster- grosses Wohnzimmer mit Parkett und angrenzendem Balkon mit Weitblick- gut geschnittenes Schlafzimmer mit Laminat- Korridor mit Laminat und Einba"
"1692628380-76","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","5 Zimmer, 115 m², CHF 2770.—","Wingertlistrasse 18, 8405 Winterthur, ZH","","«Modern sanierte Wohnung»","5 Zimmer, 115 m², CHF 2770.—Wingertlistrasse 18, 8405 Winterthur, ZH«Modern sanierte Wohnung»Per 1. September 2023 oder nach Vereinbarung vermieten wir eine top modern sanierte 5-Zimmerwohnung in einem familiären Quartier.Es erwartet Sie folgende Ausstattung:Die helle, grosszügige Einbauküche mit grosser Granitarbeitsfläche, wurde mit modernen Küchengeräten wie Induktionsherd und bequem hochliegendem Backofen ausgestattet, mit welchen sich so manche Gaumenfreuden zaubern lassen. Ein Geschirrspüler sowie ein Kühlschrank mit grossem Tiefkühlschrank gehören ebenfalls dazu.Die Wohn- und Schlafbereiche sind mit heimeligem Parkettboden ausge"
"1692628380-77","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2,5 Zimmer, 60 m², CHF 2870.—","Ernst-Jung-Gasse 18, 8400 Winterthur, ZH","","«Erstvermietung - Möbliertes Schmuckstück im Tender für befristete Zeit»","2,5 Zimmer, 60 m², CHF 2870.—Ernst-Jung-Gasse 18, 8400 Winterthur, ZH«Erstvermietung - Möbliertes Schmuckstück im Tender für befristete Zeit»Wir vermieten per sofort oder nach Vereinbarung diese möblierte Wohnung im neu gebauten Tender mit modernstem Ausbaustandard. Der Mietvertrag wird befristet abgeschlossen.Das Mietobjekt befindet sich in der neuen Lockstadt-Überbauung. Direkt vor der Haustür hat es eine Bushaltestelle. Der Bahnhof Winterthur und die Altstadt befinden sich in kurzer Gehdistanz.Das komplett ausgestattete, möblierte Mietobjekt verfügt über:- moderne Küche mit Geschirrspüler, Kombi-Steamer, Induktionsherd mit integrierter Abluft, grosser Kühlschrank- grosses Bad mit"
"1692628384-78","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2,5 Zimmer, 46 m², CHF 1471.—","Walkestrasse 28, 8400 Winterthur, ZH","","«Stadtnahes Wohnen»","2,5 Zimmer, 46 m², CHF 1471.—Walkestrasse 28, 8400 Winterthur, ZH«Stadtnahes Wohnen»Die LageIhr neues Zuhause liegt im Veltheim-Quartier in der neuen Überbauung Zur Weinlese. Hier treffen Sie auf Grossstadt-Flair, welches sich mit dörflicher Gelassenheit vereint hat. Sie profitieren von einer herausragenden Infrastruktur mit einem breiten Angebot und müssen dennoch nicht auf Ruhe und Rückzugsmöglichkeiten verzichten.Winterthur bietet vielfältige Einkaufsmöglichkeiten, Cafés und Restaurants sowie ein breites Sport- und Kulturangebot. Die hübsche Altstadt ist in wenigen Minuten erreichbar und überzeugt mit einer ausgedehnten FusAnbieter kontaktierenKontaktieren"
"1692628384-79","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3 Zimmer, 54 m², CHF 1687.—","Konradstr. 3, 8400 Winterthur, ZH","","«Wohnen direkt neben der Altstadt!""Mieten ohne Kaution""»","3 Zimmer, 54 m², CHF 1687.—Konradstr. 3, 8400 Winterthur, ZH«Wohnen direkt neben der Altstadt!""Mieten ohne Kaution""»Zentral gelegen Altbauwohnung zu vermieten. Geniessen Sie folgende Vorzüge;- Parkett in allen Zimmern- Schöner Innenausbau mit Erker- Weisse Holztäferwände im Wohnzimmer- Grosse Küche mit Geschirrspüler- Bad mit Fenster- Praktische Wandschränke- Grosse Gemeinschaftsterrasse zur Mitbenützung- Nähe Hauptbahnhof und öffentlichen Verkehrsmittel- Ideale Einkaufsmöglichkeiten- Altstadt in 2 Min. zu Fuss erreichbar(Die Fotos entsprechen dem Standard)Anbieter kontaktierenKontaktieren"
"1692628384-80","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4,5 Zimmer, 115 m², CHF 2634.—","Wydenstrasse 57, 8408 Winterthur, ZH","","«Wohnerlebnis im Grünen, gut vernetzt»","4,5 Zimmer, 115 m², CHF 2634.—Wydenstrasse 57, 8408 Winterthur, ZH«Wohnerlebnis im Grünen, gut vernetzt»Per 1. November 2023 vermieten wir diese grosszügig geschnittene 4.5-Zimmerwohnung mit Parkett auf der ganzen Fläche.Die Wohnung ist mit den ÖV gut erschlossen. In wenigen Gehminuten erreichen Sie den Bahnhof Wülflingen.Zusätzlich bietet die Wohnung weiteren Komfort:- weisse, offene Küche mit Granitabdeckung Cabernet Brown, weissem Plattenschild- Glaskeramikkochfeld- Geschirrspüler- grosser Kühlschrank mit separatem Tiefkühler- Bad/WC- Waschmaschine und Tumbler- 2 Balkone- Kellerabteil mit Licht und StromanschlussDer Trockenraum mit Raumluftent"
"1692628384-81","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","5,5 Zimmer, 124 m², CHF 2560.—","Hegistr. 39f, 8404 Winterthur, ZH","","«Moderne, helle Wohnung an zentraler Lage ! * Mieten ohne Kaution*»","5,5 Zimmer, 124 m², CHF 2560.—Hegistr. 39f, 8404 Winterthur, ZH«Moderne, helle Wohnung an zentraler Lage ! * Mieten ohne Kaution*»- Neue, helle Wohnung- Ganze Wohnung Parkett- Moderne Küche mit Glaskeramik und Geschirrspüler- grosszügiges Bad/WC mit Wanne, Doppellavabo und Fenster- sep. Dusche/WC- eigene Waschmaschine mit Tumbler- grosserr Balkon- Kellerabteil- Bahnhof Oberwinterthur in unmittelbarer Nähe- Einstellplätz für CHF 140.00 vorhandenWeitere Informationen auf www.talwiesen.chAnbieter kontaktierenKontaktieren"
"1692628384-82","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4,5 Zimmer, 87 m², CHF 2250.—","Schützenstr. 39, 8400 Winterthur, ZH","","«Wohnen an guter Verkehrslage mit Sich ins Grüne?»","4,5 Zimmer, 87 m², CHF 2250.—Schützenstr. 39, 8400 Winterthur, ZH«Wohnen an guter Verkehrslage mit Sich ins Grüne?»Geniessen Sie Wohnqualität und urbanen Lifestyle nähe Stadtzentrum und Hauptbahnhof. An der Schützenstrasse 39 vermieten wir diese, im Jahr 2016, totalsanierte 4.5-Zimmerwohnung. Die Wohnung zeichnet sich durch einen hohen Ausbaustandard und der top Lage in grüner Umgebung aus.Der fliessende Wohnraum mit Essbereich und offener Küche bietet hohe Lebensqualität. Parkettböden in Eichenholz verleihen den Schlafzimmern und dem Wohnbereich einen eleganten Charakter. Die repräsentative Küche mit schönem Plattenboden verfügen über energieeffiziente, beAnbieter kontaktierenKontaktieren"
"1692628384-83","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2,5 Zimmer, 87 m², CHF 1658.—","Ursulaweg 27, 8404 Winterthur, ZH","","«Dachwohnung am Ursulaweg wird frei!»","2,5 Zimmer, 87 m², CHF 1658.—Ursulaweg 27, 8404 Winterthur, ZH«Dachwohnung am Ursulaweg wird frei!»Gemütliche 2.5 Zimmer- Dachwohnung am Ursulaweg wird frei- Ganze Wohnung Parkett- Küche mit Geschirrspüler, Backofen und Glaskeramikherd- Bad/WC mit Badewanne- Sonniger Balkon- Estrich- kein Lift- Ruhige und doch zentrale Wohnlage- Nahe gelegene Einkaufsmöglichkeiten - Nähe Bahnhof ""Wallrüti""Die Fotos zeigen den Standard.Anbieter kontaktierenKontaktieren"
"1692628384-84","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4,5 Zimmer, 106 m², CHF 2290.—","Landvogt-Waser-Strasse 69, 8405 Winterthur, ZH","","«Charmante und grosszügige Wohnung in Winterthur Seen»","4,5 Zimmer, 106 m², CHF 2290.—Landvogt-Waser-Strasse 69, 8405 Winterthur, ZH«Charmante und grosszügige Wohnung in Winterthur Seen»In einem ruhigen Wohnquartier vermieten wir per sofort oder nach Vereinbarung eine 4.5-Zimmerwohnung, im 4. Obergeschoss (Attika)- Geräumiges Entrée mit Wandschrank- Grosszügige Küche mit Plattenboden, Geschirrspüler, Glaskeramikherd, Backofen, Dunstabzug und Kühlschrank mit separatem Tiefkühler- Helles Badezimmer mit Badewanne und Fenster- Separates Gäste-WC- Alle Zimmer sind mit Parkett ausgestattet- Kellerraum vorhanden- Bahnhof Seen in Gehdistanz Ein Einstellplatz kann für CHF 125.00/mtl. dazu gemietet werden. Bei diesem Gebäude handelt es"
"1692628384-85","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4 Zimmer, 63 m², CHF 700.—","Zypressenstrasse 24, 8408 Winterthur, ZH","","«Befristete Wohnung bis 30. Juni 2025 zu vermieten»","4 Zimmer, 63 m², CHF 700.—Zypressenstrasse 24, 8408 Winterthur, ZH«Befristete Wohnung bis 30. Juni 2025 zu vermieten»Ab 1. Oktober 2023 vermieten wir an ruhiger und grüner Lage eine 4-Zimmer-Wohnung mit 63 m2.Übersicht Wohnung:Küche mit rotem Klinkerboden und Zugang zum Balkonrenoviertes Badezimmer mit hellen BelägenWandschrank für zusätzlichen Stauraum im EingangsbereichWaschküche im UG zur Mitbenützungdie Liegenschaft verfügt über keine Zentralheizungbefristet bis 30. Juni 2025 Bei den Fotos handelt es sich um Musteraufnahmen von gleichwertigen Wohnungen mit demselben Grundriss. Besichtigungstermin:Überzeugen Sie sich am besten gleich vor Ort von dieser WohAnbieter kontaktierenKontaktieren"
"1692628384-86","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","1 Zimmer, 27 m², CHF 1190.—","Römerstrasse 73, 8404 Winterthur, ZH","","«Ihre renovierte Singlewohnung!»","1 Zimmer, 27 m², CHF 1190.—Römerstrasse 73, 8404 Winterthur, ZH«Ihre renovierte Singlewohnung!»An gepflegter Liegenschaft vermieten wir eine totalrenovierte 1 ZWG, die Ihnen bestimmt zusagen wird. Sie bietet: *Äusserst helle Wohnung*Pflegeleichte Bodenbläge*Moderne neue Einbauküche*Schönes renoviertes Duschzimmer*Gemütlicher Balkon*Praktischer Einbauschrank*Eigenes Kellerabteil*Waschküche zur Mitbenützung Interesse geweckt? Wir freuen uns Sie bei der Besichitugng begrüssen zu dürfen!Anbieter kontaktierenKontaktieren"
"1692628384-87","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3,5 Zimmer, 103 m², CHF 2178.—","Else-Züblin-Strasse 92, 8404 Winterthur, ZH","","«Trendige Wohnung in Winterthur zu vermieten»","3,5 Zimmer, 103 m², CHF 2178.—Else-Züblin-Strasse 92, 8404 Winterthur, ZH«Trendige Wohnung in Winterthur zu vermieten»Die LageMit dem Eulachpark liegt der grösste Winterthurer Park direkt vor den Füssen Ihres neuen Zuhauses und lädt zum Verweilen ein. Hier wohnen Sie in einem aufstrebenden Quartier mit einer familienfreundlichen Infrastruktur, kurzen Gehdistanzen zu Schulen und dem Naherholungsgebiet. Zudem befindet sich auch die International School in WinterthurIm Trendquartier Neuhegi werden Sie sich dank der Nähe zur Bushaltestelle Else Züblin, den Bahnhöfen Winterthur Hegi und Oberwinterthur sowie zu verschiedenen Einkaufsmöglichkeiten und Dienstleistern Anbieter kontaktierenKontaktieren"
"1692628384-88","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3,5 Zimmer, 76 m², CHF 1946.—","Reismühlestr. 3, 8409 Winterthur, ZH","","«Gemütlich und modern am Eulachpark»","3,5 Zimmer, 76 m², CHF 1946.—Reismühlestr. 3, 8409 Winterthur, ZH«Gemütlich und modern am Eulachpark»Innert wenigen Gehminuten gelangen Sie zum Bahnhof Oberwinterthur. Auch der Eulachpark ist bequem zu Fuss erreichbar. Die Liegenschaft wurde 2018 umfassend saniert. Die Wohnung überzeugt mit folgenden Eigenschaften:  - Helle Räume - Moderne, offene Küche mit Geschirrspüler und Sichtbackofen - Gesamte Wohnung mit Parkettboden ausgestattet - Eigener Waschturm in der Wohnung (Waschmaschine und Tumbler) - Modernes Badezimmer mit Badewanne und Fenster - Sonniger Balkon - Glasfaseranschluss - Kellerabteil vorhanden - Lift vorhanden  Zur AllgemeinnutzAnbieter kontaktierenKontaktieren"
"1692628384-89","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4,5 Zimmer, 98 m², CHF 2495.—","Robert-Sulzer-Gasse 4, 8400 Winterthur, ZH","","«Urbane Lebensqualität im Wohnwerk Winterthur»","4,5 Zimmer, 98 m², CHF 2495.—Robert-Sulzer-Gasse 4, 8400 Winterthur, ZH«Urbane Lebensqualität im Wohnwerk Winterthur»Winterthurer Lokstadt: Wo gestern noch Werkstätten für die Produktion von Lokomotiven waren, ist heute erschwinglicher Wohnraum für jede Lebensphase entstanden. Ausgerichtet an den Zielen der 2000-Watt-Gesellschaft wird Lebensqualität gross geschrieben. Das Wohnwerk liegt direkt am lebendigen Dialogplatz. Gastronomie, Einkaufsmöglichkeiten sowie der öffentliche Verkehr befinden sich in unmittelbarer Umgebung.Für Ihre Wohnqualität:- Offene Küche mit direktem Zugang zum Wohnzimmer- Badezimmer mit Badewanne und WC und separates WC- Bodenbelag aus"
"1692628384-90","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","5,5 Zimmer, 143 m², CHF 2680.—","Am Eulachpark 45, 8404 Winterthur, ZH","","«Maisonettewohnung im Grünen»","5,5 Zimmer, 143 m², CHF 2680.—Am Eulachpark 45, 8404 Winterthur, ZH«Maisonettewohnung im Grünen»Ihre vier Wände zum Wohlfühlen- Lichtdurchflutete Räume- Vielfältige Einrichtungsmöglichkeiten- Bodenbeläge Parkett- Raumhohe Fenster- Zweifronten-Küche mit Glaskeramik und Geschirrspüler- Bad/WC mit Doppellavabo- Dusche/WC- Reduit mit Waschturm Waschmaschine und Tumbler- LiftBitte beachten Sie, dass wir bis Ende 2024 in der Liegenschaft die Fenster und Fassade erneuern. Die Liegenschaft befindet sich derzeit in einer Baustelle.Einstellplätze vorhanden CHF 145.00--> Die Bilder entsprechen dem StandardEine Liegenschaft mit LIVING SERVICESwww.livAnbieter kontaktierenKontaktieren"
"1692628384-91","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3,5 Zimmer, 95 m², CHF 2390.—","Sulzerallee 72, 8404 Winterthur, ZH","","«Moderne Wohnung in Winterthur»","3,5 Zimmer, 95 m², CHF 2390.—Sulzerallee 72, 8404 Winterthur, ZH«Moderne Wohnung in Winterthur»Die hochwertig ausgebaute Mietwohnung wurde erst per November 2021 fertiggestellt. Sie begrüsst neue Mieter mit Architektur auf der Höhe der Zeit. Das Objekt bietet Ihnen nebst dem ansprechenden Grundriss folgenden Ausbaustandard:- Räume mit Anhydritboden- Geräumiges Schlafzimmer - Offene Küche- Badezimmer/WC- Eigener Waschturm- Balkon- Eigenes Kellerabteil- Nachhaltige Bauweise- Begrünter Innenhof Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen. Ein Anbieter kontaktierenKontaktieren"
"1692628384-92","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2,5 Zimmer, 111 m², CHF 2515.—","Katharina Sulzer Platz 6, 8400 Winterthur, ZH","","«Modernes Wohnen garantiert! MIETEN OHNE KAUTION!»","2,5 Zimmer, 111 m², CHF 2515.—Katharina Sulzer Platz 6, 8400 Winterthur, ZH«Modernes Wohnen garantiert! MIETEN OHNE KAUTION!»Licht und Luft erfüllen Ihr neues Zuhause...- Hochmoderner Bau- origineller Grundriss- hohe Räume und grosse Fenster- alle Wohnräume Parkett- Küche/Bad Feinsteinzeugplatten- untere Etage mit Küche und Wohnbereich- obere Etage mit Galerie für Schlafen, Arbeiten etc.- grosse Küche mit GS, GK und Steamer- Bad mit eigenem Waschturm- elektrische Lamellenstoren- Parterre- Kellerabteil- im aufstrebenden Sulzer-Areal- öffentlicher Verkehr, Einkauf und Stadtzentrum zu Fuss erreichbar- Einstellplätze à Fr. 175.--/Mt. vorhandenFotos zeigen den Standard!=>Anbieter kontaktierenKontaktieren"
"1692628384-93","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4,5 Zimmer, 113 m², CHF 2700.—","Schlosshofstrasse 19, 8400 Winterthur, ZH","","«Werk 3 - rundum attrakiv leben im 2. Obergeschoss»","4,5 Zimmer, 113 m², CHF 2700.—Schlosshofstrasse 19, 8400 Winterthur, ZH«Werk 3 - rundum attrakiv leben im 2. Obergeschoss»Herzlich Willkommen im Werk 3. Das gut erschlossene Sulzer-Areal liegt im Brühlberg-Quartier, nahe dem Einkaufszentrum ""Lokwerk"". Das Stadtzentrum ist zu Fuss und per Buss schnell erreichbar, und die Nähe zur Autobahneinfahrt ""Töss"" bringt motorisierten Bewohnerneine zeitsparende Verkehrsanbindung nach Zürich und zum Flughafen. Das Werk 3 bietet viel Raum für individuelles Wohnen. Mit anderen Worten: Hier finden Sie die nötige Ruhe, für die Erfüllung urbaner und doch ungestörter Wohnträume.Die Wohnung ist mit allem ausgestattet, was von einer z"
"1692628384-94","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3 Zimmer, 60 m², CHF 1716.—","Habsburgstrasse 47, 8400 Winterthur, ZH","","«3-Zimmer-Wohnungen stadtnah und doch sehr ruhig gelegen»","3 Zimmer, 60 m², CHF 1716.—Habsburgstrasse 47, 8400 Winterthur, ZH«3-Zimmer-Wohnungen stadtnah und doch sehr ruhig gelegen»Besichtigung:Dienstag, 22. August 2023 um 17:00 UhrIn ruhigem Quartier, jedoch nur wenige Gehminuten vom Hauptbahnhof Winterthur und der Altstadt entfernt, vermieten wir nach Vereinbarung eine grosszügige 3-Zimmer-Wohnungen. Das Naherholungsgebiet liegt nur wenige Schritte entfernt.Im 2022 wurde die Fassade saniert und die Balkone vergrössert.Die Wohnungen werden frisch gestrichen.Die Wohnungen verfügen über:- Küche mit Gasherd- Bad/WC mit Fenster- Parkettböden in den Zimmern- grosszügiger Balkon- Keller-/EstrichabteilHaben wir Ihr Interesse ge"
"1692628384-95","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2,5 Zimmer, CHF 1700.—","Hermannstrasse 6, 8400 Winterthur, ZH","","«Schöne 2.5 Zimmerwohnung mit Balkon und Wintergarten»","2,5 Zimmer, CHF 1700.—Hermannstrasse 6, 8400 Winterthur, ZH«Schöne 2.5 Zimmerwohnung mit Balkon und Wintergarten»Schöne 2.5 Zimmerwohnung mit Wintergarten sucht per 1. Oktober 2023 einen Nachmieter.Die Wohnung befindet sich in einem ruhigen und freundlichen Quartier, in der Nähe des Schwimmbad Geiselweids, in einer 20er Zone. Den Bahnhof erreicht man mit dem Bus innerhalb von 10 Minuten.Ein Aussenparkplatz kann zu CHF 65.00/Monat dazu gemietet werden.Bei Fragen und Interesse für Besichtigungen stehen wir Ihnen gerne zur Verfügung."
"1692628384-96","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4 Zimmer, CHF 1845.—","Neuwiesenstrasse 85, 8400 Winterthur, ZH","","«Zentrale 4-Zimmer-Altbauwohnung»","4 Zimmer, CHF 1845.—Neuwiesenstrasse 85, 8400 Winterthur, ZH«Zentrale 4-Zimmer-Altbauwohnung»Besichtigung:Montag, 28. August 2023 von 18.00 Uhr - 21.00 Uhr undDienstag, 29. August 2023 von 14.45 Uhr - 16.15 UhrPer 1. Oktober 2023 vermieten wir diese wunderschöne Altbauwohnung direkt hinter dem Hauptbahnhof Winterthur.Die Wohnung verfügt über:- moderne Küche- Badezimmer mit Fenster- Parkett im Wohnzimmer- Platten im Badezimmer- Holzriemenboden in den Zimmern- Kellerabteil / EstrichabteilDie Fassade wurde im Jahr 2020 saniert, das Bad und die Küche im Jahr 2021.Haben wir Ihr Interesse geweckt? Dann nehmen Sie ohne Voranmeldung an dem obe"
"1692628384-97","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2,5 Zimmer, 54 m², CHF 1790.—","Zielstrasse 13, 8400 Winterthur, ZH","","«Einmalige 2.5-Zimmer-Wohnung in Stadtnähe»","2,5 Zimmer, 54 m², CHF 1790.—Zielstrasse 13, 8400 Winterthur, ZH«Einmalige 2.5-Zimmer-Wohnung in Stadtnähe»Im schönen Winterthur vermieten wir diese 2.5-Zimmer-Wohnung im 3. Obergeschoss.Alle Wohnräume sind mit dunklem Parkett versehen. Der Eingangsbereich, der Vorplatz sowie das Badezimmer verfügen über einen roten Bodenbelag.Der separate Eingangsbereich bietet dank Garderobenschrank ausgiebig Stauraum.Die moderne, offene Küche ist mit bedienungsfreundlichen Geräten ausgestattet.Das Badezimmer verfügt über eine Badewanne und hellblaue Wandplättli.Lassen Sie Ihren Feierabend auf dem schmucken Balkon ausklingen.Das Einkaufszentrum Rosenberg sowie dieAnbieter kontaktierenKontaktieren"
